filterType,filterOpt,splitByOpt,splitByOpt_category,responseOpt
State,NH,Size,"$1 million - $9,999,999",Median total revenue
State,NH,Size,$10 million and above,Median total revenue
State,NH,Sector,"Arts, culture, and humanities",Median total revenue
State,NH,Sector,Education,Median total revenue
State,NH,Sector,Environment and animals,Median total revenue
State,NH,Sector,Health,Median total revenue
State,NH,Sector,Human services,Median total revenue
State,NH,Sector,"International, foreign affairs",Median total revenue
State,NH,Sector,"Public, societal benefit",Median total revenue
State,NH,Rural/Urban,Rural,Median total revenue
State,NH,Rural/Urban,Urban,Median total revenue
State,NJ,"","",Median total revenue
State,NJ,Size,"< $100,000",Median total revenue
State,NJ,Size,"$100,000 - $499,999",Median total revenue
State,NJ,Size,"$500,000 - $999,999",Median total revenue
State,NJ,Size,"$1 million - $9,999,999",Median total revenue
State,NJ,Size,$10 million and above,Median total revenue
State,NJ,Sector,"Arts, culture, and humanities",Median total revenue
State,NJ,Sector,Education,Median total revenue
State,NJ,Sector,Environment and animals,Median total revenue
State,NJ,Sector,Health,Median total revenue
State,NJ,Sector,Human services,Median total revenue
State,NJ,Sector,"International, foreign affairs",Median total revenue
State,NJ,Sector,"Public, societal benefit",Median total revenue
State,NJ,Rural/Urban,Rural,Median total revenue
State,NJ,Rural/Urban,Urban,Median total revenue
State,NM,"","",Median total revenue
State,NM,Size,"< $100,000",Median total revenue
State,NM,Size,"$100,000 - $499,999",Median total revenue
State,NM,Size,"$500,000 - $999,999",Median total revenue
State,NM,Size,"$1 million - $9,999,999",Median total revenue
State,NM,Size,$10 million and above,Median total revenue
State,NM,Sector,"Arts, culture, and humanities",Median total revenue
State,NM,Sector,Education,Median total revenue
State,NM,Sector,Environment and animals,Median total revenue
State,NM,Sector,Health,Median total revenue
State,NM,Sector,Human services,Median total revenue
State,NM,Sector,"International, foreign affairs",Median total revenue
State,NM,Sector,"Public, societal benefit",Median total revenue
State,NM,Rural/Urban,Rural,Median total revenue
State,NM,Rural/Urban,Urban,Median total revenue
State,NY,"","",Median total revenue
State,NY,Size,"< $100,000",Median total revenue
State,NY,Size,"$100,000 - $499,999",Median total revenue
State,NY,Size,"$500,000 - $999,999",Median total revenue
State,NY,Size,"$1 million - $9,999,999",Median total revenue
State,NY,Size,$10 million and above,Median total revenue
State,NY,Sector,"Arts, culture, and humanities",Median total revenue
State,NY,Sector,Education,Median total revenue
State,NY,Sector,Environment and animals,Median total revenue
State,NY,Sector,Health,Median total revenue
State,NY,Sector,Human services,Median total revenue
State,NY,Sector,"International, foreign affairs",Median total revenue
State,NY,Sector,"Public, societal benefit",Median total revenue
State,NY,Rural/Urban,Rural,Median total revenue
State,NY,Rural/Urban,Urban,Median total revenue
State,NC,"","",Median total revenue
State,NC,Size,"< $100,000",Median total revenue
State,NC,Size,"$100,000 - $499,999",Median total revenue
State,NC,Size,"$500,000 - $999,999",Median total revenue
State,NC,Size,"$1 million - $9,999,999",Median total revenue
State,NC,Size,$10 million and above,Median total revenue
State,NC,Sector,"Arts, culture, and humanities",Median total revenue
State,NC,Sector,Education,Median total revenue
State,NC,Sector,Environment and animals,Median total revenue
State,NC,Sector,Health,Median total revenue
State,NC,Sector,Human services,Median total revenue
State,NC,Sector,"International, foreign affairs",Median total revenue
State,NC,Sector,"Public, societal benefit",Median total revenue
State,NC,Rural/Urban,Rural,Median total revenue
State,NC,Rural/Urban,Urban,Median total revenue
State,ND,"","",Median total revenue
State,ND,Size,"< $100,000",Median total revenue
State,ND,Size,"$100,000 - $499,999",Median total revenue
State,ND,Size,"$500,000 - $999,999",Median total revenue
State,ND,Size,"$1 million - $9,999,999",Median total revenue
State,ND,Size,$10 million and above,Median total revenue
State,ND,Sector,"Arts, culture, and humanities",Median total revenue
State,ND,Sector,Education,Median total revenue
State,ND,Sector,Environment and animals,Median total revenue
State,ND,Sector,Health,Median total revenue
State,ND,Sector,Human services,Median total revenue
State,ND,Sector,"International, foreign affairs",Median total revenue
State,ND,Sector,"Public, societal benefit",Median total revenue
State,ND,Rural/Urban,Rural,Median total revenue
State,ND,Rural/Urban,Urban,Median total revenue
State,OH,"","",Median total revenue
State,OH,Size,"< $100,000",Median total revenue
State,OH,Size,"$100,000 - $499,999",Median total revenue
State,OH,Size,"$500,000 - $999,999",Median total revenue
State,OH,Size,"$1 million - $9,999,999",Median total revenue
State,OH,Size,$10 million and above,Median total revenue
State,OH,Sector,"Arts, culture, and humanities",Median total revenue
State,OH,Sector,Education,Median total revenue
State,OH,Sector,Environment and animals,Median total revenue
State,OH,Sector,Health,Median total revenue
State,OH,Sector,Human services,Median total revenue
State,OH,Sector,"International, foreign affairs",Median total revenue
State,OH,Sector,"Public, societal benefit",Median total revenue
State,OH,Rural/Urban,Rural,Median total revenue
State,OH,Rural/Urban,Urban,Median total revenue
State,OK,"","",Median total revenue
State,OK,Size,"< $100,000",Median total revenue
State,OK,Size,"$100,000 - $499,999",Median total revenue
State,OK,Size,"$500,000 - $999,999",Median total revenue
State,OK,Size,"$1 million - $9,999,999",Median total revenue
State,OK,Size,$10 million and above,Median total revenue
State,OK,Sector,"Arts, culture, and humanities",Median total revenue
State,OK,Sector,Education,Median total revenue
State,OK,Sector,Environment and animals,Median total revenue
State,OK,Sector,Health,Median total revenue
State,OK,Sector,Human services,Median total revenue
State,OK,Sector,"International, foreign affairs",Median total revenue
State,OK,Sector,"Public, societal benefit",Median total revenue
State,OK,Rural/Urban,Rural,Median total revenue
State,OK,Rural/Urban,Urban,Median total revenue
State,OR,"","",Median total revenue
State,OR,Size,"< $100,000",Median total revenue
State,OR,Size,"$100,000 - $499,999",Median total revenue
State,OR,Size,"$500,000 - $999,999",Median total revenue
State,OR,Size,"$1 million - $9,999,999",Median total revenue
State,OR,Size,$10 million and above,Median total revenue
State,OR,Sector,"Arts, culture, and humanities",Median total revenue
State,OR,Sector,Education,Median total revenue
State,OR,Sector,Environment and animals,Median total revenue
State,OR,Sector,Health,Median total revenue
State,OR,Sector,Human services,Median total revenue
State,OR,Sector,"International, foreign affairs",Median total revenue
State,OR,Sector,"Public, societal benefit",Median total revenue
State,OR,Rural/Urban,Rural,Median total revenue
State,OR,Rural/Urban,Urban,Median total revenue
State,PA,"","",Median total revenue
State,PA,Size,"< $100,000",Median total revenue
State,PA,Size,"$100,000 - $499,999",Median total revenue
State,PA,Size,"$500,000 - $999,999",Median total revenue
State,PA,Size,"$1 million - $9,999,999",Median total revenue
State,PA,Size,$10 million and above,Median total revenue
State,PA,Sector,"Arts, culture, and humanities",Median total revenue
State,PA,Sector,Education,Median total revenue
State,PA,Sector,Environment and animals,Median total revenue
State,PA,Sector,Health,Median total revenue
State,PA,Sector,Human services,Median total revenue
State,PA,Sector,"International, foreign affairs",Median total revenue
State,PA,Sector,"Public, societal benefit",Median total revenue
State,PA,Rural/Urban,Rural,Median total revenue
State,PA,Rural/Urban,Urban,Median total revenue
State,RI,"","",Median total revenue
State,RI,Size,"< $100,000",Median total revenue
State,RI,Size,"$100,000 - $499,999",Median total revenue
State,RI,Size,"$500,000 - $999,999",Median total revenue
State,RI,Size,"$1 million - $9,999,999",Median total revenue
State,RI,Size,$10 million and above,Median total revenue
State,RI,Sector,"Arts, culture, and humanities",Median total revenue
State,RI,Sector,Education,Median total revenue
State,RI,Sector,Environment and animals,Median total revenue
State,RI,Sector,Health,Median total revenue
State,RI,Sector,Human services,Median total revenue
State,RI,Sector,"International, foreign affairs",Median total revenue
State,RI,Sector,"Public, societal benefit",Median total revenue
State,RI,Rural/Urban,Rural,Median total revenue
State,RI,Rural/Urban,Urban,Median total revenue
State,SC,"","",Median total revenue
State,SC,Size,"< $100,000",Median total revenue
State,SC,Size,"$100,000 - $499,999",Median total revenue
State,SC,Size,"$500,000 - $999,999",Median total revenue
State,SC,Size,"$1 million - $9,999,999",Median total revenue
State,SC,Size,$10 million and above,Median total revenue
State,SC,Sector,"Arts, culture, and humanities",Median total revenue
State,SC,Sector,Education,Median total revenue
State,SC,Sector,Environment and animals,Median total revenue
State,SC,Sector,Health,Median total revenue
State,SC,Sector,Human services,Median total revenue
State,SC,Sector,"International, foreign affairs",Median total revenue
State,SC,Sector,"Public, societal benefit",Median total revenue
State,SC,Rural/Urban,Rural,Median total revenue
State,SC,Rural/Urban,Urban,Median total revenue
State,SD,"","",Median total revenue
State,SD,Size,"< $100,000",Median total revenue
State,SD,Size,"$100,000 - $499,999",Median total revenue
State,SD,Size,"$500,000 - $999,999",Median total revenue
State,SD,Size,"$1 million - $9,999,999",Median total revenue
State,SD,Size,$10 million and above,Median total revenue
State,SD,Sector,"Arts, culture, and humanities",Median total revenue
State,SD,Sector,Education,Median total revenue
State,SD,Sector,Environment and animals,Median total revenue
State,SD,Sector,Health,Median total revenue
State,SD,Sector,Human services,Median total revenue
State,SD,Sector,"International, foreign affairs",Median total revenue
State,SD,Sector,"Public, societal benefit",Median total revenue
State,SD,Rural/Urban,Rural,Median total revenue
State,SD,Rural/Urban,Urban,Median total revenue
State,TN,"","",Median total revenue
State,TN,Size,"< $100,000",Median total revenue
State,TN,Size,"$100,000 - $499,999",Median total revenue
State,TN,Size,"$500,000 - $999,999",Median total revenue
State,TN,Size,"$1 million - $9,999,999",Median total revenue
State,TN,Size,$10 million and above,Median total revenue
State,TN,Sector,"Arts, culture, and humanities",Median total revenue
State,TN,Sector,Education,Median total revenue
State,TN,Sector,Environment and animals,Median total revenue
State,TN,Sector,Health,Median total revenue
State,TN,Sector,Human services,Median total revenue
State,TN,Sector,"International, foreign affairs",Median total revenue
State,TN,Sector,"Public, societal benefit",Median total revenue
State,TN,Rural/Urban,Rural,Median total revenue
State,TN,Rural/Urban,Urban,Median total revenue
State,TX,"","",Median total revenue
State,TX,Size,"< $100,000",Median total revenue
State,TX,Size,"$100,000 - $499,999",Median total revenue
State,TX,Size,"$500,000 - $999,999",Median total revenue
State,TX,Size,"$1 million - $9,999,999",Median total revenue
State,TX,Size,$10 million and above,Median total revenue
